任务编号,任务名（方便管理),通关获得物品(场景ID:物品:数量:几率@场景ID:物品:数量:几率),指定怪物产出物品(怪物ID:物品:数量:几率@怪物ID:物品:数量:几率),收集指定物品(物品:数量@物品:数量),是否保留任务物品(1保留 0删除),击杀指定怪物(怪物ID:数量@怪物ID:数量),后续任务ID,前续任务ID（用于判定该任务是否可接取）,接取成功时候追加任务（任务接取成功时候）,后续支线任务（主线任务交付成功后可用）,任务天数（7日礼包使用）,接取任务成功时候的引导,交付任务成功时候的引导,接取任务开放功能(变量),交付任务开放功能(变量),是否已经被删除不用,任务比较范围和显示先后,是否接取任务后就可交付,是否可自动接取,是否可自动交付,任务添加先后（支线任务任务追踪使用）,任务追踪显示,可交付时点击交付(非自动交付使用),任务类型,公会任务任务类型（1打败NPC，2搜集物资，3通关场景，4指定地图使用道具，5购买特殊商品）,是否是礼包类任务,任务重复次数,任务等级,接任务NPC（游戏中唯一）,完成任务NPC（游戏中唯一）,接取任务给予物品,任务名称,任务目标描述,任务追加描述,任务奖励金钱,任务奖励经验,任务奖励蓝钻,任务奖励魔力精华,任务奖励荣誉值,任务奖励体力,任务奖励活跃度,任务奖励公会贡献度,任务奖励物品,任务职业奖励物品,任务目标地图编号,任务目标场景编号,多任务场景ID(场景ID:场景ID:场景ID),任务所需物品,公会任务搜集物品,公会任务使用特定物品,公会任务购买特定物品,任务目标传送点,任务总次数,任务初始次数,完成需要蓝钻,是否特别显示,交付任务点击脚本函数,点击脚本函数,领取后有引导,完成后有引导,完成提示ID,功能提示字符串ID,特殊显示ID,赏金任务描述显示,ICON显示类型,任务次级类型,任务类型系数,随机重复次数,随机重复次数,任务等级范围,任务等级范围,赏金经验,赏金金币,赏金蓝钻,赏金魔力,赏金精灵口粮
210507,荣誉竞技Ⅶ,,,,,,210508,210506,,,,,,,,1,,0,1,0,30,1,1,2,,,0,23,,,,50572,50573,,20000,4000,,,,,,,,,,,,,,,,,1,,,,,enjoy_sidoueling,,,,,,,,,,,,,,,,,,
210508,荣誉竞技Ⅷ,,,,,,,210507,,,,,,,,1,,0,1,0,30,1,1,2,,,0,23,,,,50574,50575,,25000,4500,,,,,,,,,,,,,,,,,1,,,,,enjoy_sidoueling,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210600,升级魂器1,,,,,,210601,4008,,,,,,,,1,,0,1,0,90,1,1,2,,,0,25,,,,50788,50789,,2000,5000,,,,,,,,,,,,,,,,,1,,,,,rewardtask_210600_ontouch,,,,,,,,,,,,,,,,,,
210601,升级魂器2,,,,,,210602,210600,,,,,,,,1,,0,1,0,90,1,1,2,,,0,25,,,,50788,50790,,2000,6000,,,,,,,,,,,,,,,,,1,,,,,rewardtask_210601_ontouch,,,,,,,,,,,,,,,,,,
210602,升级魂器3,,,,,,210603,210601,,,,,,,,1,,0,1,0,90,1,1,2,,,0,25,,,,50788,50791,,2000,7000,,,,,,,,,,,,,,,,,1,,,,,rewardtask_210602_ontouch,,,,,,,,,,,,,,,,,,
210603,升级魂器4,,,,,,210604,210602,,,,,,,,1,,0,1,0,90,1,1,2,,,0,25,,,,50788,50792,,2000,9000,,,,,,,,,,,,,,,,,1,,,,,rewardtask_210603_ontouch,,,,,,,,,,,,,,,,,,
210604,升级魂器5,,,,,,210605,210603,,,,,,,,1,,0,1,0,35,1,1,2,,,0,25,,,,50788,50793,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210605,升级魂器6,,,,,,210606,210604,,,,,,,,1,,0,1,0,35,1,1,2,,,0,25,,,,50788,50794,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210606,升级魂器7,,,,,,210607,210605,,,,,,,,1,,0,1,0,35,1,1,2,,,0,25,,,,50788,50795,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210607,升级魂器8,,,,,,210608,210606,,,,,,,,1,,0,1,0,35,1,1,2,,,0,25,,,,50788,50796,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210608,升级魂器9,,,,,,210609,210607,,,,,,,,1,,0,1,0,35,1,1,2,,,0,25,,,,50788,50797,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210609,升级魂器10,,,,,,,210608,,,,,,,,1,,0,1,0,35,1,1,2,,,0,25,,,,50788,50798,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,经验山谷,,,,,,,3008,,,,,,,,1,,0,1,0,32,1,1,2,,,0,18,,N_疑之守卫,,50629,50630,,2000,2000,,,,,,,,,31,949,,,,,,N_疑之守卫,1,,,,,,,,,,,,,,,,,,,,,,,
220001,运送物资,,,,,,,5006,,,,guide_yunsongwuzigodgirlsay,,,,1,,0,1,0,30,1,1,2,,,0,28,,N_护送NPC海格,,50637,50638,,6000,0,,,,,,,,,,,,,,,,N_护送NPC海格,1,,,,,,,,,,,,,,,,,,,,,,,
220002,劫掠物资,,,,,,,5006,,,,,,,,1,,0,1,0,30,1,1,2,,,0,28,,N_劫掠NPC穆尔,,50639,50640,,6000,0,,,,,,,,,,,,,,,,N_劫掠NPC穆尔,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220004,无尽之塔,,,,,,220201,5004,,,,,,,,1,,0,1,0,100,1,1,2,,,0,29,,,,50446,50447,,3000,5500,,500,,,,,,,,,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220005,永恒守卫,,,,,,,6004,,,,,,,,1,,0,1,0,30,1,1,2,,,0,30,,,,50647,50648,,0,2000,,500,,,,,,,,,,,,,,,1,,,,,guide_enjoy_yonghengshouwei,,,,,,,,,,,,,,,,,,
220007,精灵成长,,,,,,220012,2007,,,,accept_220007_jingling_say,,,,1,,0,1,0,30,1,1,2,,,0,13,,,,50660,50661,,3000,0,,,,,,,lanyu:1@,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
220008,精灵进阶,,,,,,,220012,,,,,,,,1,,0,1,0,30,1,1,2,,,0,25,,,,50662,50663,,3000,0,,,,,,,shengminghuifu:1@,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
220009,首充礼包,,,,,,220010,1005,,,,,,,,1,,0,1,0,30,1,1,2,,,0,5,,,,50670,50671,,3000,0,,600,,,,,,,,,,,,,,,1,,,,,guide_openshouchonglibaopage,,,,,,,,,,,,,,,,,,
220010,尊享礼包,,,,,,,220009,,,,guide_zhunxianglibao_jinlging_say,,,,1,,0,1,0,30,1,1,2,,,0,5,,,,50672,50673,,3000,0,,600,,,,,,,,,,,,,,,1,,,,,guide_openzunxianglibaopage,,,,,,,,,,,,,,,,,,
220011,无可匹敌,,,,,,220301,4003,,,,,,,,1,,0,1,0,50,1,1,2,,,0,20,,,,50800,50801,,5000,5000,,600,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220012,精灵成长,,,,,,220008,220007,,,,,,,,1,,0,1,0,30,1,1,2,,,0,13,,,,50660,50677,,3000,0,,,,,,,lanyu:2@,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
220099,辛勤通关,,,,,,,4003,,,,,,,,1,,0,1,0,90,1,1,2,,,0,20,,,,50924,50925,,2000,15000,,,,,,,,,,,,,,,,,5,,,,,rewardtask_220013_ontouch,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220102,难度挑战2,,,,,,220104,4003,,,,,,,,1,,0,1,0,100,1,1,2,,,0,20,,,,50720,50721,,3000,6500,,,,,,,,,1,1101,,,,,,N_副本传送点1,1,,,,,,,,,,,,,,,,,,,,,,,
220104,难度挑战4,,,,,,220105,200012,,,,,,,,1,,0,1,0,100,1,1,2,,,0,20,,,,50720,50722,,3000,6500,,,,,,,,,1,1102,,,,,,N_副本传送点1,1,,,,,,,,,,,,,,,,,,,,,,,
220105,难度挑战5,,,,,,220107,220104,,,,,,,,1,,0,1,0,100,1,1,2,,,0,20,,,,50720,50723,,3000,6500,,,,,,,,,1,1103,,,,,,N_副本传送点1,1,,,,,,,,,,,,,,,,,,,,,,,
220107,难度挑战7,,,,,,220108,220105,,,,,,,,1,,0,1,0,100,1,1,2,,,0,20,,,,50720,50724,,3000,6500,,,,,,,,,1,1104,,,,,,N_副本传送点1,1,,,,,,,,,,,,,,,,,,,,,,,
220108,难度挑战8,,,,,,220109,220107,,,,,,,,1,,0,1,0,100,1,1,2,,,0,20,,,,50720,50725,,3000,6500,,,,,,,,,1,1105,,,,,,N_副本传送点1,1,,,,,,,,,,,,,,,,,,,,,,,
220109,难度挑战9,,,,,,220110,220108,,,,,,,,1,,0,1,0,90,1,1,2,,,0,21,,,,50720,50726,,3000,6500,,,,,,,,,2,2101,,,,,,N_副本传送点2,1,,,,,,,,,,,,,,,,,,,,,,,
220110,难度挑战10,,,,,,220112,220109,,,,,,,,1,,0,1,0,90,1,1,2,,,0,21,,,,50720,50727,,3000,6500,,,,,,,,,2,2102,,,,,,N_副本传送点2,1,,,,,,,,,,,,,,,,,,,,,,,
220112,难度挑战12,,,,,,220114,220110,,,,,,,,1,,0,1,0,90,1,1,2,,,0,21,,,,50720,50728,,3000,6500,,,,,,,,,2,2103,,,,,,N_副本传送点2,1,,,,,,,,,,,,,,,,,,,,,,,
220114,难度挑战14,,,,,,220151,220112,,,,,,,,1,,0,1,0,90,1,1,2,,,0,21,,,,50720,50729,,3000,6500,,,,,,,,,2,2104,,,,,,N_副本传送点2,1,,,,,,,,,,,,,,,,,,,,,,,
220151,,,,,,,220115,220114,,,,,,,,1,,0,1,0,90,1,1,2,,,0,21,,,,50720,50730,,3000,6500,,,,,,,,,2,2105,,,,,,N_副本传送点2,1,,,,,,,,,,,,,,,,,,,,,,,
220115,难度挑战15,,,,,,220116,220151,,,,,,,,1,,0,1,0,80,1,1,2,,,0,22,,,,50720,50731,,4000,7000,,,,,,,,,3,3101,,,,,,N_副本传送点3,1,,,,,,,,,,,,,,,,,,,,,,,
220116,难度挑战16,,,,,,220117,220115,,,,,,,,1,,0,1,0,80,1,1,2,,,0,22,,,,50720,50732,,4000,7000,,,,,,,,,3,3102,,,,,,N_副本传送点3,1,,,,,,,,,,,,,,,,,,,,,,,
220117,难度挑战17,,,,,,220118,220116,,,,,,,,1,,0,1,0,80,1,1,2,,,0,22,,,,50720,50733,,4000,7000,,,,,,,,,3,3103,,,,,,N_副本传送点3,1,,,,,,,,,,,,,,,,,,,,,,,
220118,难度挑战18,,,,,,220152,220117,,,,,,,,1,,0,1,0,80,1,1,2,,,0,22,,,,50720,50734,,4000,7000,,,,,,,,,3,3104,,,,,,N_副本传送点3,1,,,,,,,,,,,,,,,,,,,,,,,
220152,,,,,,,220153,220118,,,,,,,,1,,0,1,0,80,1,1,2,,,0,22,,,,50720,50735,,4000,7000,,,,,,,,,3,3105,,,,,,N_副本传送点3,1,,,,,,,,,,,,,,,,,,,,,,,
220153,,,,,,,220119,220152,,,,,,,,1,,0,1,0,70,1,1,2,,,0,23,,,,50720,50736,,4000,7000,,,,,,,,,4,4101,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
220119,难度挑战19,,,,,,220120,220153,,,,,,,,1,,0,1,0,70,1,1,2,,,0,23,,,,50720,50737,,4000,5000,,,,,,,,,4,4102,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
220120,难度挑战20,,,,,,220121,220119,,,,,,,,1,,0,1,0,70,1,1,2,,,0,23,,,,50720,50738,,4000,5000,,,,,,,,,4,4103,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
220121,难度挑战21,,,,,,220154,220120,,,,,,,,1,,0,1,0,70,1,1,2,,,0,23,,,,50720,50739,,4000,5000,,,,,,,,,4,4104,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
220154,,,,,,,220155,220121,,,,,,,,1,,0,1,0,70,1,1,2,,,0,23,,,,50720,50899,,4000,5000,,,,,,,,,4,4105,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
220155,,,,,,,220122,220154,,,,,,,,1,,0,1,0,60,1,1,2,,,0,25,,,,50720,50900,,4000,5000,,,,,,,,,5,5101,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
220122,难度挑战22,,,,,,220123,220155,,,,,,,,1,,0,1,0,60,1,1,2,,,0,25,,,,50720,50901,,4000,5000,,,,,,,,,5,5102,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
220123,难度挑战23,,,,,,220124,220122,,,,,,,,1,,0,1,0,60,1,1,2,,,0,25,,,,50720,50902,,4000,5000,,,,,,,,,5,5103,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
220124,难度挑战24,,,,,,220125,220123,,,,,,,,1,,0,1,0,60,1,1,2,,,0,25,,,,50720,50903,,4000,5000,,,,,,,,,5,5104,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
220125,难度挑战25,,,,,,220156,220124,,,,,,,,1,,0,1,0,60,1,1,2,,,0,25,,,,50720,50904,,4000,5000,,,,,,,,,5,5105,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
220156,,,,,,,220157,220125,,,,,,,,1,,0,1,0,60,1,1,2,,,0,25,,,,50720,50905,,4000,5000,,,,,,,,,5,5106,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
220157,,,,,,,220126,220156,,,,,,,,,,0,1,0,50,1,1,2,,,0,27,,,,50720,50906,,4000,5000,,,,,,,,,6,6101,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
220126,难度挑战26,,,,,,220158,220157,,,,,,,,,,0,1,0,50,1,1,2,,,0,27,,,,50720,50907,,4000,5000,,,,,,,,,6,6102,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
220158,,,,,,,220127,220126,,,,,,,,,,0,1,0,50,1,1,2,,,0,27,,,,50720,50908,,4000,5000,,,,,,,,,6,6103,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
220127,难度挑战27,,,,,,220128,220158,,,,,,,,,,0,1,0,50,1,1,2,,,0,27,,,,50720,50909,,4000,5000,,,,,,,,,6,6104,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
220128,难度挑战28,,,,,,220129,220127,,,,,,,,,,0,1,0,50,1,1,2,,,0,27,,,,50720,50910,,4000,5000,,,,,,,,,6,6105,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
220129,难度挑战29,,,,,,220130,220128,,,,,,,,,,0,1,0,50,1,1,2,,,0,27,,,,50720,50911,,4000,5000,,,,,,,,,6,6106,,,,,,N_副本传送点6,1,,,,,,,,,,,,,,,,,,,,,,,
220130,难度挑战30,,,,,,220131,220129,,,,,,,,,,0,1,0,40,1,1,2,,,0,29,,,,50720,50912,,4000,5000,,,,,,,,,7,7101,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
220131,难度挑战31,,,,,,220132,220130,,,,,,,,,,0,1,0,40,1,1,2,,,0,29,,,,50720,50913,,4000,5000,,,,,,,,,7,7102,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
220132,难度挑战32,,,,,,220133,220131,,,,,,,,,,0,1,0,40,1,1,2,,,0,29,,,,50720,50914,,4000,5000,,,,,,,,,7,7103,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
220133,难度挑战33,,,,,,220134,220132,,,,,,,,,,0,1,0,40,1,1,2,,,0,29,,,,50720,50915,,4000,5000,,,,,,,,,7,7104,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
220134,难度挑战34,,,,,,220135,220133,,,,,,,,,,0,1,0,40,1,1,2,,,0,29,,,,50720,50916,,4000,5000,,,,,,,,,7,7105,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
220135,难度挑战35,,,,,,220136,220134,,,,,,,,,,0,1,0,40,1,1,2,,,0,29,,,,50720,50917,,4000,5000,,,,,,,,,7,7106,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
220136,难度挑战36,,,,,,220137,220135,,,,,,,,,,0,1,0,30,1,1,2,,,0,31,,,,50720,50918,,4000,5000,,,,,,,,,8,8101,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
220137,难度挑战37,,,,,,220138,220136,,,,,,,,,,0,1,0,30,1,1,2,,,0,31,,,,50720,50919,,4000,5000,,,,,,,,,8,8102,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
220138,难度挑战38,,,,,,220139,220137,,,,,,,,,,0,1,0,30,1,1,2,,,0,31,,,,50720,50920,,4000,5000,,,,,,,,,8,8103,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
220139,难度挑战39,,,,,,220140,220138,,,,,,,,,,0,1,0,30,1,1,2,,,0,31,,,,50720,50921,,4000,5000,,,,,,,,,8,8104,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
220140,难度挑战40,,,,,,220141,220139,,,,,,,,,,0,1,0,30,1,1,2,,,0,31,,,,50720,50922,,4000,5000,,,,,,,,,8,8105,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
220141,难度挑战41,,,,,,220142,220140,,,,,,,,,,0,1,0,30,1,1,2,,,0,31,,,,50720,50923,,4000,5000,,,,,,,,,8,8106,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
220142,难度挑战42,,,,,,220143,220141,,,,,,,,,,0,1,0,20,1,1,2,,,0,33,,,,50720,52736,,4000,5000,,,,,,,,,9,9101,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
220143,难度挑战43,,,,,,220144,220142,,,,,,,,,,0,1,0,20,1,1,2,,,0,33,,,,50720,52737,,4000,5000,,,,,,,,,9,9102,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
220144,难度挑战44,,,,,,220145,220143,,,,,,,,,,0,1,0,20,1,1,2,,,0,33,,,,50720,52738,,4000,5000,,,,,,,,,9,9103,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
220145,难度挑战45,,,,,,220146,220144,,,,,,,,,,0,1,0,20,1,1,2,,,0,33,,,,50720,52739,,4000,5000,,,,,,,,,9,9104,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
220146,难度挑战46,,,,,,220147,220145,,,,,,,,,,0,1,0,20,1,1,2,,,0,33,,,,50720,52740,,4000,5000,,,,,,,,,9,9105,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
220147,难度挑战47,,,,,,220148,220146,,,,,,,,,,0,1,0,20,1,1,2,,,0,33,,,,50720,52741,,4000,5000,,,,,,,,,9,9106,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
220148,难度挑战48,,,,,,220149,220147,,,,,,,,,,0,1,0,20,1,1,2,,,0,33,,,,50720,52742,,4000,5000,,,,,,,,,9,9107,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
220149,难度挑战49,,,,,,220150,220148,,,,,,,,1,,0,1,0,20,1,1,2,,,0,45,,,,50720,52741,,4000,5000,,,,,,,,,9,9106,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
220150,难度挑战50,,,,,,,220149,,,,,,,,1,,0,1,0,20,1,1,2,,,0,45,,,,50720,52742,,4000,5000,,,,,,,,,9,9107,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220201,无尽之塔1,,,,,,220202,5010,,,,,,,,1,,0,1,0,50,1,1,2,,,0,29,,,,50680,50681,,5000,5000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220202,无尽之塔2,,,,,,220203,5006,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50682,50683,,6000,6000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220203,无尽之塔3,,,,,,220204,220202,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50684,50685,,7000,7000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220204,无尽之塔4,,,,,,220205,220203,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50686,50687,,8000,8000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220205,无尽之塔5,,,,,,220206,220204,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50688,50689,,9000,9000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220206,无尽之塔6,,,,,,220207,220205,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50690,50691,,10000,10000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220207,无尽之塔7,,,,,,220208,220206,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50692,50693,,11000,11000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220208,无尽之塔8,,,,,,220209,220207,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50694,50695,,12000,12000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220209,无尽之塔9,,,,,,220210,220208,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50696,50697,,13000,13000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220210,无尽之塔10,,,,,,220211,220209,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50698,50699,,14000,14000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220211,无尽之塔11,,,,,,220212,220210,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50700,50701,,15000,15000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
220212,无尽之塔12,,,,,,,220211,,,,,,,,,,0,1,0,90,1,1,2,,,0,26,,,,50702,50703,,16000,16000,,,,,,,,,0,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220301,无可匹敌1,,,,,,220302,220011,,,,,,,,1,,0,1,0,50,1,1,2,,,0,21,,,,50800,50802,,2000,6500,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220302,无可匹敌2,,,,,,220303,220301,,,,,,,,1,,0,1,0,50,1,1,2,,,0,22,,,,50800,50803,,2000,6500,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220303,无可匹敌3,,,,,,220304,220302,,,,,,,,1,,0,1,0,50,1,1,2,,,0,23,,,,50800,50804,,2000,7800,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220304,无可匹敌4,,,,,,220305,220303,,,,,,,,1,,0,1,0,50,1,1,2,,,0,24,,,,50800,50805,,2000,7800,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220305,无可匹敌5,,,,,,220306,220304,,,,,,,,1,,0,1,0,50,1,1,2,,,0,25,,,,50800,50806,,2000,2000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220306,无可匹敌6,,,,,,220307,220305,,,,,,,,1,,0,1,0,17,1,1,2,,,0,26,,,,50800,50807,,2000,2000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220307,无可匹敌7,,,,,,220308,220306,,,,,,,,1,,0,1,0,17,1,1,2,,,0,26,,,,50800,50808,,2000,2000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220308,无可匹敌8,,,,,,220309,220307,,,,,,,,1,,0,1,0,17,1,1,2,,,0,26,,,,50800,50809,,2000,2000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
220309,无可匹敌9,,,,,,,220308,,,,,,,,1,,0,1,0,17,1,1,2,,,0,26,,,,50800,50810,,2000,2000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220401,勇者之路1,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52830,,2000,6500,,,,,,,,,,,,,,,,N_主城进导师,1,,,,,,,,,,,,,,,,,,,,,,,
220402,勇者之路2,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52834,,2000,6500,,,,,,,yongzhezhizheng:1:1:0:140@,,1,1105,,,,,,N_副本传送点1,1,,,,,,,,,,,,,,,,,,,,,,,
220403,勇者之路3,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52835,,2000,6500,,,,,,,yongzhezhizheng:1:1:0:140@,,2,2105,,,,,,N_副本传送点2,1,,,,,,,,,,,,,,,,,,,,,,,
220404,勇者之路4,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52836,,2000,7000,,,,,,,yongzhezhizheng:1:1:0:140@,,3,3105,,,,,,N_副本传送点3,1,,,,,,,,,,,,,,,,,,,,,,,
220405,勇者之路5,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52837,,2000,3000,,,,,,,yongzhezhizheng:2:1:0:140@,,4,4101,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
220406,勇者之路6,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52838,,2000,3000,,,,,,,yongzhezhizheng:2:1:0:140@,,4,4105,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
220407,勇者之路7,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52839,,2000,3000,,,,,,,yongzhezhizheng:2:1:0:140@,,5,5101,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
220408,勇者之路8,,,,,,,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,35,,,,52829,52840,,2000,3000,,,,,,,yongzhezhizheng:2:1:0:140@,,5,5106,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
